C:\Users\vishal\Desktop\Data\IMG\center_2021_03_22_14_44_32_458.jpg, C:\Users\vishal\Desktop\Data\IMG\left_2021_03_22_14_44_32_458.jpg, C:\Users\vishal\Desktop\Data\IMG\right_2021_03_22_14_44_32_458.jpg, 0, 0, 0, 8.03784E-05
C:\Users\vishal\Desktop\Data\IMG\center_2021_03_22_14_44_32_565.jpg, C:\Users\vishal\Desktop\Data\IMG\left_2021_03_22_14_44_32_565.jpg, C:\Users\vishal\Desktop\Data\IMG\right_2021_03_22_14_44_32_565.jpg, 0, 0, 0, 8.045475E-05
C:\Users\vishal\Desktop\Data\IMG\center_2021_03_22_14_44_32_670.jpg, C:\Users\vishal\Desktop\Data\IMG\left_2021_03_22_14_44_32_670.jpg, C:\Users\vishal\Desktop\Data\IMG\right_2021_03_22_14_44_32_670.jpg, 0, 0, 0, 8.048306E-05
C:\Users\vishal\Desktop\Data\IMG\center_2021_03_22_14_44_32_773.jpg, C:\Users\vishal\Desktop\Data\IMG\left_2021_03_22_14_44_32_773.jpg, C:\Users\vishal\Desktop\Data\IMG\right_2021_03_22_14_44_32_773.jpg, 0, 0, 0, 8.036169E-05
C:\Users\vishal\Desktop\Data\IMG\center_2021_03_22_14_44_32_875.jpg, C:\Users\vishal\Desktop\Data\IMG\left_2021_03_22_14_44_32_875.jpg, C:\Users\vishal\Desktop\Data\IMG\right_2021_03_22_14_44_32_875.jpg, 0, 0, 0, 8.110775E-05
C:\Users\vishal\Desktop\Data\IMG\center_2021_03_22_14_44_32_977.jpg, C:\Users\vishal\Desktop\Data\IMG\left_2021_03_22_14_44_32_977.jpg, C:\Users\vishal\Desktop\Data\IMG\right_2021_03_22_14_44_32_977.jpg, 0, 0, 0, 8.189421E-05
C:\Users\vishal\Desktop\Data\IMG\center_2021_03_22_14_44_33_081.jpg, C:\Users\vishal\Desktop\Data\IMG\left_2021_03_22_14_44_33_081.jpg, C:\Users\vishal\Desktop\Data\IMG\right_2021_03_22_14_44_33_081.jpg, 0, 0, 0, 8.152881E-05
C:\Users\vishal\Desktop\Data\IMG\center_2021_03_22_14_44_33_185.jpg, C:\Users\vishal\Desktop\Data\IMG\left_2021_03_22_14_44_33_185.jpg, C:\Users\vishal\Desktop\Data\IMG\right_2021_03_22_14_44_33_185.jpg, 0, 0, 0, 8.060197E-05
C:\Users\vishal\Desktop\Data\IMG\center_2021_03_22_14_44_33_286.jpg, C:\Users\vishal\Desktop\Data\IMG\left_2021_03_22_14_44_33_286.jpg, C:\Users\vishal\Desktop\Data\IMG\right_2021_03_22_14_44_33_286.jpg, 0, 0, 0, 8.049424E-05
C:\Users\vishal\Desktop\Data\IMG\center_2021_03_22_14_44_33_387.jpg, C:\Users\vishal\Desktop\Data\IMG\left_2021_03_22_14_44_33_387.jpg, C:\Users\vishal\Desktop\Data\IMG\right_2021_03_22_14_44_33_387.jpg, 0, 0, 0, 8.069796E-05
C:\Users\vishal\Desktop\Data\IMG\center_2021_03_22_14_44_33_495.jpg, C:\Users\vishal\Desktop\Data\IMG\left_2021_03_22_14_44_33_495.jpg, C:\Users\vishal\Desktop\Data\IMG\right_2021_03_22_14_44_33_495.jpg, 0, 0, 0, 8.087049E-05
C:\Users\vishal\Desktop\Data\IMG\center_2021_03_22_14_44_33_827.jpg, C:\Users\vishal\Desktop\Data\IMG\left_2021_03_22_14_44_33_827.jpg, C:\Users\vishal\Desktop\Data\IMG\right_2021_03_22_14_44_33_827.jpg, 0, 0.9776405, 0, 3.797089
C:\Users\vishal\Desktop\Data\IMG\center_2021_03_22_14_44_33_922.jpg, C:\Users\vishal\Desktop\Data\IMG\left_2021_03_22_14_44_33_922.jpg, C:\Users\vishal\Desktop\Data\IMG\right_2021_03_22_14_44_33_922.jpg, 0, 1, 0, 4.964535
C:\Users\vishal\Desktop\Data\IMG\center_2021_03_22_14_44_34_034.jpg, C:\Users\vishal\Desktop\Data\IMG\left_2021_03_22_14_44_34_034.jpg, C:\Users\vishal\Desktop\Data\IMG\right_2021_03_22_14_44_34_034.jpg, 0, 1, 0, 6.12091
C:\Users\vishal\Desktop\Data\IMG\center_2021_03_22_14_44_34_140.jpg, C:\Users\vishal\Desktop\Data\IMG\left_2021_03_22_14_44_34_140.jpg, C:\Users\vishal\Desktop\Data\IMG\right_2021_03_22_14_44_34_140.jpg, 0, 1, 0, 7.493793
C:\Users\vishal\Desktop\Data\IMG\center_2021_03_22_14_44_34_242.jpg, C:\Users\vishal\Desktop\Data\IMG\left_2021_03_22_14_44_34_242.jpg, C:\Users\vishal\Desktop\Data\IMG\right_2021_03_22_14_44_34_242.jpg, 0, 1, 0, 8.625648
C:\Users\vishal\Desktop\Data\IMG\center_2021_03_22_14_44_34_342.jpg, C:\Users\vishal\Desktop\Data\IMG\left_2021_03_22_14_44_34_342.jpg, C:\Users\vishal\Desktop\Data\IMG\right_2021_03_22_14_44_34_342.jpg, 0, 1, 0, 9.74648
C:\Users\vishal\Desktop\Data\IMG\center_2021_03_22_14_44_34_450.jpg, C:\Users\vishal\Desktop\Data\IMG\left_2021_03_22_14_44_34_450.jpg, C:\Users\vishal\Desktop\Data\IMG\right_2021_03_22_14_44_34_450.jpg, 0, 1, 0, 10.85629
